name                ,dob       ,visit_date,date      ,theft_date
Dawn Burns          ,06/04/1996,2016-01-08,2016-01-08,2016-01-08
Cheryl Robinson     ,05/04/1996,2016-01-08,2016-01-08,2016-01-08
Mary Murray         ,17/07/1996,2016-01-08,2016-01-08,2016-01-08
Nellie Carney       ,19/07/1996,2016-01-08,2016-01-08,2016-01-08
Justin Achenbach    ,29/06/1996,2016-01-08,2016-01-08,2016-01-08
Myra Segura         ,28/07/1996,2016-01-08,2016-01-08,2016-01-08
Suzanne Larson      ,02/12/1996,2016-01-08,2016-01-08,2016-01-08
Christine Victoria  ,26/11/1996,2016-01-08,2016-01-08,2016-01-08
Shawn Niebaum       ,06/11/1996,2016-01-08,2016-01-08,2016-01-08
Goldie Allred       ,28/10/1996,2016-01-08,2016-01-08,2016-01-08
Alan Shoemake       ,28/10/1996,2016-01-08,2016-01-08,2016-01-08
Geraldine Fried     ,27/10/1996,2016-01-08,2016-01-08,2016-01-08
Juan Chandler       ,22/10/1996,2016-01-08,2016-01-08,2016-01-08
Jane Burton         ,18/10/1996,2016-01-08,2016-01-08,2016-01-08
Ruby Pace           ,24/07/1996,2016-01-08,2016-01-08,2016-01-08
Jenni Ager          ,01/10/1996,2016-01-08,2016-01-08,2016-01-08
Benjamin Kave       ,01/10/1996,2016-01-08,2016-01-08,2016-01-08
Harry Duncan        ,07/10/1996,2016-01-08,2016-01-08,2016-01-08
Rhonda Hammond      ,26/09/1996,2016-01-08,2016-01-08,2016-01-08
Cheryl Harris       ,30/07/1996,2016-01-08,2016-01-08,2016-01-08
Jose Daniel         ,27/09/1996,2016-01-08,2016-01-08,2016-01-08
Cynthia Allen       ,29/08/1996,2016-01-08,2016-01-08,2016-01-08
Leroy Gennaro       ,30/08/1996,2016-01-08,2016-01-08,2016-01-08
Sammy Fox           ,31/08/1996,2016-01-08,2016-01-08,2016-01-08
Phyliss Bisson      ,22/08/1996,2016-01-08,2016-01-08,2016-01-08
Keith Hayward       ,09/09/1996,2016-01-08,2016-01-08,2016-01-08
Jennifer Miller     ,16/09/1996,2016-01-08,2016-01-08,2016-01-08
Brittany Calvert    ,18/09/1996,2016-01-08,2016-01-08,2016-01-08
Lisa Clark          ,22/09/1996,2016-01-08,2016-01-08,2016-01-08
Arthur Freund       ,07/09/1996,2016-01-08,2016-01-08,2016-01-08
Jessica Flynn       ,04/10/1997,2016-01-09,2016-01-09,
Nancy Simoneavd     ,11/12/1997,2016-01-09,2016-01-09,
Ramon Copper        ,12/11/1997,2016-01-09,2016-01-09,
Lisa Sing           ,23/10/1997,2016-01-09,2016-01-09,
Kathryn Dean        ,11/10/1997,2016-01-09,2016-01-09,
Louis Timchula      ,07/10/1997,2016-01-09,2016-01-09,
Barry Lynn          ,24/09/1997,2016-01-09,2016-01-09,
Barbara Grams       ,03/08/1997,2016-01-09,2016-01-09,
Toby Bright         ,13/09/1997,2016-01-09,2016-01-09,
Dawn Douglas        ,10/12/1995,2016-01-09,2016-01-09,
Ollie Rogers        ,25/11/1995,2016-01-09,2016-01-09,
Eula Wright         ,20/11/1995,2016-01-09,2016-01-09,
Ivan Huertas        ,16/11/1995,2016-01-09,2016-01-09,
Lynn Bernhart       ,13/11/1995,2016-01-09,2016-01-09,
Adam Berry          ,02/11/1995,2016-01-09,2016-01-09,
Virginia Quarry     ,13/10/1995,2016-01-09,2016-01-09,
Thaddeus Diaz       ,09/10/1995,2016-01-09,2016-01-09,
Cynthia Corbin      ,21/09/1995,2016-01-09,2016-01-09,
Kathleen Benzi      ,15/09/1995,2016-01-09,2016-01-09,
James Foltz         ,13/09/1995,2016-01-09,2016-01-09,
Marcia Coleman      ,08/09/1995,2016-01-09,2016-01-09,
Coleen Boender      ,05/09/1995,2016-01-09,2016-01-09,
Peter Romo          ,25/08/1995,2016-01-09,2016-01-09,
Monica Loureiro     ,24/08/1995,2016-01-09,2016-01-09,
Douglas Medina      ,19/07/1995,2016-01-09,2016-01-09,
Deborah Rosenfeld   ,14/07/1995,2016-01-09,2016-01-09,
Adrienne Ruck       ,13/07/1995,2016-01-09,2016-01-09,
Willie Gould        ,10/07/1995,2016-01-09,2016-01-09,
Nicholas Acosta     ,05/06/1995,2016-01-09,2016-01-09,
Jonathan Kats       ,31/05/1995,2016-01-09,2016-01-09,
Byron Wafford       ,21/05/1995,2016-01-09,2016-01-09,
Zofia Treinen       ,06/05/1995,2016-01-09,2016-01-09,
Guillermo Johnson   ,10/12/1995,2016-01-09,2016-01-09,
Lyle Hemenway       ,03/05/1995,2016-01-09,2016-01-09,
Johnie Johnson      ,28/12/1995,2016-01-09,2016-01-09,
Maida Valdez        ,01/01/1996,2016-01-09,2016-01-09,
Roger Ballance      ,16/05/1996,2016-01-09,2016-01-09,
William Legg        ,09/05/1996,2016-01-09,2016-01-09,
George Walters      ,04/05/1996,2016-01-09,2016-01-09,
Henry Torres        ,02/05/1996,2016-01-09,2016-01-09,
Elizabeth Perry     ,23/04/1996,2016-01-09,2016-01-09,
Adam Johnson        ,11/04/1996,2016-01-09,2016-01-09,
James Smith         ,10/04/1996,2016-01-09,2016-01-09,
Cheryl Robinson     ,05/04/1996,2016-01-09,2016-01-09,
Robert Tweed        ,29/03/1996,2016-01-09,2016-01-09,
Herman Briggs       ,29/03/1996,2016-01-09,2016-01-09,
Jerry Beavers       ,28/03/1996,2016-01-09,2016-01-09,
Susan Brown         ,23/03/1996,2016-01-09,2016-01-09,
Linda Gomez         ,08/03/1996,2016-01-09,2016-01-09,
Kimberly Barksdale  ,05/03/1996,2016-01-09,2016-01-09,
Claude Stein        ,01/03/1996,2016-01-09,2016-01-09,
Samantha Vazquez    ,19/02/1996,2016-01-09,2016-01-09,
Regina Holderby     ,18/02/1996,2016-01-09,2016-01-09,
Robert Ewing        ,09/02/1996,2016-01-09,2016-01-09,
Helen Coleman       ,09/02/1996,2016-01-09,2016-01-09,
John Davis          ,05/02/1996,2016-01-09,2016-01-09,
Tristan Chen        ,01/02/1996,2016-01-09,2016-01-09,
Wes Carlson         ,13/01/1996,2016-01-09,2016-01-09,
Errol Dietrick      ,11/01/1996,2016-01-09,2016-01-09,
Daniel Laster       ,31/12/1995,2016-01-09,2016-01-09,
Michael Selfridge   ,22/05/1996,2016-01-09,2016-01-09,
Stanley Barnett     ,22/04/1995,2016-01-09,2016-01-09,
Anna Morris         ,15/02/1995,2016-01-09,2016-01-09,
Valentine Aiello    ,05/11/1993,2016-01-09,2016-01-09,
Jackie Henson       ,21/10/1993,2016-01-09,2016-01-09,
Lakenya Black       ,11/10/1993,2016-01-09,2016-01-09,
Judith Sanders      ,26/08/1993,2016-01-09,2016-01-09,
Gilbert Mackay      ,18/08/1993,2016-01-09,2016-01-09,
Nellie Jaynes       ,02/08/1993,2016-01-09,2016-01-09,
John Velis          ,17/06/1993,2016-01-09,2016-01-09,
Patricia Whitley    ,08/06/1993,2016-01-09,2016-01-09,
Geraldine Arreola   ,27/05/1993,2016-01-09,2016-01-09,
Dale Kirkwood       ,22/05/1993,2016-01-09,2016-01-09,
Michael Mcbride     ,26/04/1993,2016-01-09,2016-01-09,
Robert Williams     ,02/04/1993,2016-01-09,2016-01-09,
Joann Bright        ,26/02/1993,2016-01-09,2016-01-09,
Simon Hendricks     ,23/09/1992,2016-01-09,2016-01-09,
Charlotte Samuels   ,04/08/1992,2016-01-09,2016-01-09,
Stacy Judd          ,02/06/1992,2016-01-09,2016-01-09,
Steven Estevez      ,13/01/1992,2016-01-09,2016-01-09,
Amanda Carnes       ,12/10/1991,2016-01-09,2016-01-09,
John Sanos          ,02/06/1991,2016-01-09,2016-01-09,
Dominique Heuser    ,20/09/1997,2016-01-09,2016-01-09,
Kenneth Hooker      ,27/05/1990,2016-01-09,2016-01-09,
Samuel Casanova     ,12/03/1990,2016-01-09,2016-01-09,
Gary Mullis         ,27/11/1989,2016-01-09,2016-01-09,
Vanessa Aguilar     ,10/12/1993,2016-01-09,2016-01-09,
Adrian Whapham      ,11/03/1995,2016-01-09,2016-01-09,
Stephen Diggins     ,18/01/1994,2016-01-09,2016-01-09,
Isaac Myers         ,01/03/1994,2016-01-09,2016-01-09,
Daniel Reed         ,22/01/1995,2016-01-09,2016-01-09,
Martha Peters       ,09/01/1995,2016-01-09,2016-01-09,
Barbara Mchale      ,19/12/1994,2016-01-09,2016-01-09,
Wai Houlahan        ,11/12/1994,2016-01-09,2016-01-09,
Roberto Fitzgerald  ,23/11/1994,2016-01-09,2016-01-09,
Isreal Mathis       ,23/11/1994,2016-01-09,2016-01-09,
Effie Garcia        ,14/11/1994,2016-01-09,2016-01-09,
Matthew Ford        ,05/11/1994,2016-01-09,2016-01-09,
Joann Dimick        ,09/10/1994,2016-01-09,2016-01-09,
Roderick Anding     ,03/09/1994,2016-01-09,2016-01-09,
Emelda Clay         ,29/08/1994,2016-01-09,2016-01-09,
Etha Holt           ,05/08/1994,2016-01-09,2016-01-09,
Anthony Rambo       ,02/08/1994,2016-01-09,2016-01-09,
Maribel Walters     ,30/07/1994,2016-01-09,2016-01-09,
Tiffany Lee         ,17/07/1994,2016-01-09,2016-01-09,
Kimberly Huffman    ,14/07/1994,2016-01-09,2016-01-09,
Debbie Mcneil       ,12/07/1994,2016-01-09,2016-01-09,
Christina Trujillo  ,01/07/1994,2016-01-09,2016-01-09,
Deborah Woods       ,10/05/1994,2016-01-09,2016-01-09,
Nick Cropsey        ,04/05/1994,2016-01-09,2016-01-09,
Franklin Olson      ,29/04/1994,2016-01-09,2016-01-09,
Maria Troutman      ,25/04/1994,2016-01-09,2016-01-09,
John Bona           ,22/03/1994,2016-01-09,2016-01-09,
Freda Shepardson    ,28/02/1994,2016-01-09,2016-01-09,
Brian Rodriguez     ,28/05/1996,2016-01-09,2016-01-09,
James Borders       ,31/12/1990,2016-01-09,2016-01-09,
Jason Villegas      ,08/06/1996,2016-01-09,2016-01-09,
David Phillips      ,12/04/1997,2016-01-09,2016-01-09,
Jeanette Stupar     ,10/04/1997,2016-01-09,2016-01-09,
Beulah Lindsey      ,10/04/1997,2016-01-09,2016-01-09,
Deanne Fisher       ,08/04/1997,2016-01-09,2016-01-09,
Jeffrey Piro        ,07/04/1997,2016-01-09,2016-01-09,
Keith Bowers        ,06/04/1997,2016-01-09,2016-01-09,
Irma Tseng          ,06/04/1997,2016-01-09,2016-01-09,
Louis Rowland       ,01/04/1997,2016-01-09,2016-01-09,
Helen Morrill       ,30/03/1997,2016-01-09,2016-01-09,
Dean Jennings       ,30/03/1997,2016-01-09,2016-01-09,
Adrienne Raney      ,16/04/1997,2016-01-09,2016-01-09,
Shanae Platt        ,24/03/1997,2016-01-09,2016-01-09,
Maria Mcswain       ,16/03/1997,2016-01-09,2016-01-09,
Leslie Casey        ,07/03/1997,2016-01-09,2016-01-09,
Shirley Walter      ,04/03/1997,2016-01-09,2016-01-09,
Zenobia Yahna       ,19/02/1997,2016-01-09,2016-01-09,
George Combs        ,14/02/1997,2016-01-09,2016-01-09,
Yvonne Knowles      ,03/02/1997,2016-01-09,2016-01-09,
David Graves        ,03/02/1997,2016-01-09,2016-01-09,
Earl Weber          ,24/01/1997,2016-01-09,2016-01-09,
Hector Selman       ,20/01/1997,2016-01-09,2016-01-09,
Lillian Mcnair      ,19/01/1997,2016-01-09,2016-01-09,
Robin Wilson        ,22/03/1997,2016-01-09,2016-01-09,
Ethel Gordon        ,16/04/1997,2016-01-09,2016-01-09,
Arlene Broadnax     ,23/04/1997,2016-01-09,2016-01-09,
Sammy Bliss         ,24/04/1997,2016-01-09,2016-01-09,
Sarah Mckeon        ,02/06/1996,2016-01-09,2016-01-09,
Sharon Barton       ,08/09/1997,2016-01-09,2016-01-09,
Yvonne Kouba        ,25/08/1997,2016-01-09,2016-01-09,
Leona Meinke        ,22/08/1997,2016-01-09,2016-01-09,
Raymond Shannon     ,06/08/1997,2016-01-09,2016-01-09,
Sheila Litecky      ,30/07/1997,2016-01-09,2016-01-09,
Lucia Burkett       ,30/07/1997,2016-01-09,2016-01-09,
Laura Ortiz         ,23/07/1997,2016-01-09,2016-01-09,
Frank Figueroa      ,23/07/1997,2016-01-09,2016-01-09,
Esther Swain        ,12/07/1997,2016-01-09,2016-01-09,
Russell Jordan      ,11/07/1997,2016-01-09,2016-01-09,
Thomas Palomo       ,09/07/1997,2016-01-09,2016-01-09,
James Alfieri       ,06/07/1997,2016-01-09,2016-01-09,
Julie Ramirez       ,04/07/1997,2016-01-09,2016-01-09,
German Gallian      ,12/06/1997,2016-01-09,2016-01-09,
Joseph Franklin     ,08/06/1997,2016-01-09,2016-01-09,
Eva Mulder          ,28/05/1997,2016-01-09,2016-01-09,
Ada Tejeda          ,24/05/1997,2016-01-09,2016-01-09,
Jennifer Chung      ,12/05/1997,2016-01-09,2016-01-09,
Brad Friedman       ,06/05/1997,2016-01-09,2016-01-09,
Andres Burns        ,06/05/1997,2016-01-09,2016-01-09,
Donna Riess         ,01/05/1997,2016-01-09,2016-01-09,
Sandra Gavenda      ,24/04/1997,2016-01-09,2016-01-09,
Jeanine Jones       ,16/01/1997,2016-01-09,2016-01-09,
Homer Castro        ,10/01/1997,2016-01-09,2016-01-09,
Jerome May          ,04/09/1997,2016-01-09,2016-01-09,
Mario Heilmann      ,30/12/1996,2016-01-09,2016-01-09,
Arthur Freund       ,07/09/1996,2016-01-09,2016-01-09,
Janet Greene        ,06/09/1996,2016-01-09,2016-01-09,
Michael Walden      ,03/09/1996,2016-01-09,2016-01-09,
Ruth Vise           ,01/09/1996,2016-01-09,2016-01-09,
Sammy Fox           ,31/08/1996,2016-01-09,2016-01-09,
Leroy Gennaro       ,30/08/1996,2016-01-09,2016-01-09,
David Reid          ,27/08/1996,2016-01-09,2016-01-09,
Lucia Davis         ,22/08/1996,2016-01-09,2016-01-09,
Tasia Capehart      ,17/08/1996,2016-01-09,2016-01-09,
Cassidy Williams    ,14/08/1996,2016-01-09,2016-01-09,
Debbie Kern         ,06/08/1996,2016-01-09,2016-01-09,
Cheryl Harris       ,30/07/1996,2016-01-09,2016-01-09,
Myra Segura         ,28/07/1996,2016-01-09,2016-01-09,
Mary Murray         ,17/07/1996,2016-01-09,2016-01-09,
Felicia Preece      ,09/07/1996,2016-01-09,2016-01-09,
Cynthia Kennedy     ,09/07/1996,2016-01-09,2016-01-09,
Daniel Smalls       ,04/07/1996,2016-01-09,2016-01-09,
Carl Uson           ,03/07/1996,2016-01-09,2016-01-09,
Lora Emerald        ,30/06/1996,2016-01-09,2016-01-09,
Doris Wilson        ,28/06/1996,2016-01-09,2016-01-09,
Henry Brunson       ,21/06/1996,2016-01-09,2016-01-09,
Lisa Hazelwood      ,14/06/1996,2016-01-09,2016-01-09,
William Bench       ,04/01/1997,2016-01-09,2016-01-09,
Keith Hayward       ,09/09/1996,2016-01-09,2016-01-09,
Lucy Watson         ,11/09/1996,2016-01-09,2016-01-09,
Jennifer Gearhart   ,14/06/1996,2016-01-09,2016-01-09,
Libby Locke         ,13/09/1996,2016-01-09,2016-01-09,
Leroy Samela        ,27/12/1996,2016-01-09,2016-01-09,
Gary Arnold         ,30/12/1996,2016-01-09,2016-01-09,
Shelly Wurth        ,24/12/1996,2016-01-09,2016-01-09,
Jean Lotts          ,07/12/1996,2016-01-09,2016-01-09,
Michael Sutton      ,05/12/1996,2016-01-09,2016-01-09,
Marcus Cox          ,05/12/1996,2016-01-09,2016-01-09,
Mathilde Galligan   ,11/09/1996,2016-01-09,2016-01-09,
Suzanne Larson      ,02/12/1996,2016-01-09,2016-01-09,
Fred Massenburg     ,02/12/1996,2016-01-09,2016-01-09,
Christine Victoria  ,26/11/1996,2016-01-09,2016-01-09,
James Jensen        ,20/11/1996,2016-01-09,2016-01-09,
Owen Wessel         ,04/12/1996,2016-01-09,2016-01-09,
Willie Gould        ,08/11/1996,2016-01-09,2016-01-09,
Brittany Calvert    ,18/09/1996,2016-01-09,2016-01-09,
Susan Medina        ,17/11/1996,2016-01-09,2016-01-09,
Rhonda Hammond      ,26/09/1996,2016-01-09,2016-01-09,
Benjamin Kave       ,01/10/1996,2016-01-09,2016-01-09,
Harry Duncan        ,07/10/1996,2016-01-09,2016-01-09,
Lisa Clark          ,22/09/1996,2016-01-09,2016-01-09,
Jason Shepard       ,09/10/1996,2016-01-09,2016-01-09,
Jamie Abbott        ,11/10/1996,2016-01-09,2016-01-09,
Jane Burton         ,18/10/1996,2016-01-09,2016-01-09,
Fred Aderholt       ,25/10/1996,2016-01-09,2016-01-09,
Craig Burks         ,04/11/1996,2016-01-09,2016-01-09,
Earl Gafford        ,30/09/1996,2016-01-10,2016-01-10,
Sanford Huffman     ,02/10/1996,2016-01-10,2016-01-10,
Cecil Fryer         ,07/10/1996,2016-01-10,2016-01-10,
Sarah Cushman       ,15/10/1996,2016-01-10,2016-01-10,
Linda Calloway      ,26/10/1996,2016-01-10,2016-01-10,
Goldie Allred       ,28/10/1996,2016-01-10,2016-01-10,
Shawn Niebaum       ,06/11/1996,2016-01-10,2016-01-10,
Willie Gould        ,08/11/1996,2016-01-10,2016-01-10,
Joshua Braswell     ,29/09/1996,2016-01-10,2016-01-10,
Christine Victoria  ,26/11/1996,2016-01-10,2016-01-10,
Gerald Butts        ,17/01/1997,2016-01-10,2016-01-10,
Suzanne Larson      ,02/12/1996,2016-01-10,2016-01-10,
Owen Wessel         ,04/12/1996,2016-01-10,2016-01-10,
Christi Macpartland ,11/12/1996,2016-01-10,2016-01-10,
Ivan Sundby         ,23/12/1996,2016-01-10,2016-01-10,
Mario Heilmann      ,30/12/1996,2016-01-10,2016-01-10,
William Bench       ,04/01/1997,2016-01-10,2016-01-10,
Gerry Jenkins       ,06/01/1997,2016-01-10,2016-01-10,
Cindy Phillips      ,09/01/1997,2016-01-10,2016-01-10,
Homer Castro        ,10/01/1997,2016-01-10,2016-01-10,
Lillian Mcnair      ,19/01/1997,2016-01-10,2016-01-10,
Fred Massenburg     ,02/12/1996,2016-01-10,2016-01-10,
Lisa Clark          ,22/09/1996,2016-01-10,2016-01-10,
Vivian Gibson       ,20/08/1996,2016-01-10,2016-01-10,
Brittany Calvert    ,18/09/1996,2016-01-10,2016-01-10,
Sherry Stewart      ,07/06/1996,2016-01-10,2016-01-10,
Earl Weber          ,24/01/1997,2016-01-10,2016-01-10,
Jennifer Gearhart   ,14/06/1996,2016-01-10,2016-01-10,
Henry Brunson       ,21/06/1996,2016-01-10,2016-01-10,
Daniel Smalls       ,04/07/1996,2016-01-10,2016-01-10,
Florine Kim         ,14/07/1996,2016-01-10,2016-01-10,
Sheila Burch        ,18/07/1996,2016-01-10,2016-01-10,
Shayne West         ,20/07/1996,2016-01-10,2016-01-10,
April Thompson      ,28/07/1996,2016-01-10,2016-01-10,
Myra Segura         ,28/07/1996,2016-01-10,2016-01-10,
James Szymanski     ,19/09/1996,2016-01-10,2016-01-10,
Leonard Coggin      ,10/08/1996,2016-01-10,2016-01-10,
Tasia Capehart      ,17/08/1996,2016-01-10,2016-01-10,
David Reid          ,27/08/1996,2016-01-10,2016-01-10,
Cynthia Allen       ,29/08/1996,2016-01-10,2016-01-10,
Leroy Gennaro       ,30/08/1996,2016-01-10,2016-01-10,
Sammy Fox           ,31/08/1996,2016-01-10,2016-01-10,
Maude Faulkner      ,02/09/1996,2016-01-10,2016-01-10,
Larry Drabant       ,03/09/1996,2016-01-10,2016-01-10,
Michael Walden      ,03/09/1996,2016-01-10,2016-01-10,
Keith Hayward       ,09/09/1996,2016-01-10,2016-01-10,
Lisa Walker         ,14/09/1996,2016-01-10,2016-01-10,
Loretta Massey      ,14/08/1996,2016-01-10,2016-01-10,
Jason Villegas      ,08/06/1996,2016-01-10,2016-01-10,
Christopher Mather  ,02/06/1997,2016-01-10,2016-01-10,
Ralph Tom           ,08/02/1997,2016-01-10,2016-01-10,
Oren Rodgers        ,27/06/1997,2016-01-10,2016-01-10,
Julie Ramirez       ,04/07/1997,2016-01-10,2016-01-10,
Russell Jordan      ,11/07/1997,2016-01-10,2016-01-10,
Esther Swain        ,12/07/1997,2016-01-10,2016-01-10,
Morris Thompson     ,18/07/1997,2016-01-10,2016-01-10,
Lucia Burkett       ,30/07/1997,2016-01-10,2016-01-10,
Barbara Grams       ,03/08/1997,2016-01-10,2016-01-10,
Raymond Shannon     ,06/08/1997,2016-01-10,2016-01-10,
Fernanda Olivera    ,09/08/1997,2016-01-10,2016-01-10,
Cheryl Burton       ,17/08/1997,2016-01-10,2016-01-10,
Benjamin Collins    ,25/06/1997,2016-01-10,2016-01-10,
Mary Hill           ,19/08/1997,2016-01-10,2016-01-10,
Sharon Barton       ,08/09/1997,2016-01-10,2016-01-10,
Melissa Cashman     ,16/09/1997,2016-01-10,2016-01-10,
Alice Seidel        ,18/09/1997,2016-01-10,2016-01-10,
Dominique Heuser    ,20/09/1997,2016-01-10,2016-01-10,
Keith Sharp         ,23/09/1997,2016-01-10,2016-01-10,
Jenny Mcnabb        ,25/09/1997,2016-01-10,2016-01-10,
Robert Parker       ,01/10/1997,2016-01-10,2016-01-10,
Daniel Harris       ,07/10/1997,2016-01-10,2016-01-10,
Kathleen Zerbe      ,06/06/1996,2016-01-10,2016-01-10,
Louis Timchula      ,07/10/1997,2016-01-10,2016-01-10,
Lucille Bell        ,07/09/1997,2016-01-10,2016-01-10,
William Becker      ,20/06/1997,2016-01-10,2016-01-10,
Fred Barnette       ,19/06/1997,2016-01-10,2016-01-10,
Kim Langer          ,13/06/1997,2016-01-10,2016-01-10,
Michael Hill        ,16/02/1997,2016-01-10,2016-01-10,
Bonnie Mitchell     ,12/03/1997,2016-01-10,2016-01-10,
Thomas Kim          ,19/03/1997,2016-01-10,2016-01-10,
Mark Powers         ,23/03/1997,2016-01-10,2016-01-10,
Mary Vanauker       ,24/03/1997,2016-01-10,2016-01-10,
Shanae Platt        ,24/03/1997,2016-01-10,2016-01-10,
Kim Palmer          ,27/03/1997,2016-01-10,2016-01-10,
Joan Gatewood       ,29/03/1997,2016-01-10,2016-01-10,
Helen Morrill       ,30/03/1997,2016-01-10,2016-01-10,
Julie Gordon        ,03/04/1997,2016-01-10,2016-01-10,
Thomas Mann         ,05/04/1997,2016-01-10,2016-01-10,
Jeanette Stupar     ,10/04/1997,2016-01-10,2016-01-10,
Dwight Roland       ,12/04/1997,2016-01-10,2016-01-10,
Anthony Scavone     ,16/04/1997,2016-01-10,2016-01-10,
Ethel Gordon        ,16/04/1997,2016-01-10,2016-01-10,
Sammy Bliss         ,24/04/1997,2016-01-10,2016-01-10,
Natasha Temple      ,12/05/1997,2016-01-10,2016-01-10,
Jean Vayner         ,15/05/1997,2016-01-10,2016-01-10,
Bruce Killeen       ,23/05/1997,2016-01-10,2016-01-10,
Marisa Smiley       ,23/05/1997,2016-01-10,2016-01-10,
James Koval         ,27/05/1997,2016-01-10,2016-01-10,
Donald Johnson      ,31/05/1997,2016-01-10,2016-01-10,
Kevin Franklin      ,31/05/1997,2016-01-10,2016-01-10,
David Graves        ,03/02/1997,2016-01-10,2016-01-10,
Jennifer Savage     ,31/05/1996,2016-01-10,2016-01-10,
Deborah Rosenfeld   ,14/07/1995,2016-01-10,2016-01-10,
Michael Selfridge   ,22/05/1996,2016-01-10,2016-01-10,
Roberto Fitzgerald  ,23/11/1994,2016-01-10,2016-01-10,
Rebecca Marusarz    ,26/11/1994,2016-01-10,2016-01-10,
Earl Manson         ,01/12/1994,2016-01-10,2016-01-10,
John Shipman        ,09/12/1994,2016-01-10,2016-01-10,
Wai Houlahan        ,11/12/1994,2016-01-10,2016-01-10,
Barbara Mchale      ,19/12/1994,2016-01-10,2016-01-10,
Maurice Dyer        ,06/01/1995,2016-01-10,2016-01-10,
Brenda Mathis       ,15/01/1995,2016-01-10,2016-01-10,
Daniel Reed         ,22/01/1995,2016-01-10,2016-01-10,
Phyllis Romero      ,24/03/1995,2016-01-10,2016-01-10,
Luz Connelly        ,26/03/1995,2016-01-10,2016-01-10,
Mary Dicicco        ,31/03/1995,2016-01-10,2016-01-10,
James Richardson    ,12/04/1995,2016-01-10,2016-01-10,
Jennifer Brown      ,19/04/1995,2016-01-10,2016-01-10,
Fredrick Acevedo    ,07/05/1995,2016-01-10,2016-01-10,
Betty Rowold        ,21/05/1995,2016-01-10,2016-01-10,
Byron Wafford       ,21/05/1995,2016-01-10,2016-01-10,
Leisa Knight        ,03/06/1995,2016-01-10,2016-01-10,
Nicholas Acosta     ,05/06/1995,2016-01-10,2016-01-10,
Anita Ullrich       ,16/06/1995,2016-01-10,2016-01-10,
Beatriz Wells       ,01/07/1995,2016-01-10,2016-01-10,
Dong Brett          ,17/11/1994,2016-01-10,2016-01-10,
Robert Featherston  ,08/10/1994,2016-01-10,2016-01-10,
Claire Miller       ,15/09/1994,2016-01-10,2016-01-10,
Marcellus Hau       ,24/08/1994,2016-01-10,2016-01-10,
Stephanie Dolphin   ,08/11/1997,2016-01-10,2016-01-10,
James Borders       ,31/12/1990,2016-01-10,2016-01-10,
Frances Bateman     ,06/05/1992,2016-01-10,2016-01-10,
