visit_date,name,dob
18/06/2016,Mary Hill,19/08/1997
18/06/2016,Heather Baxter,21/08/1997
18/06/2016,Donald Reddout,29/08/1997
18/06/2016,Isreal Jones,05/09/1997
18/06/2016,Lucille Bell,07/09/1997
18/06/2016,Sharon Barton,08/09/1997
18/06/2016,Alice Seidel,18/09/1997
18/06/2016,Keith Sharp,23/09/1997
18/06/2016,Barry Lynn,24/09/1997
18/06/2016,Jenny Mcnabb,25/09/1997
18/06/2016,Daniel Guzman,04/10/1997
18/06/2016,Louis Timchula,07/10/1997
18/06/2016,Carolyn Ave,29/10/1997
18/06/2016,Felix Graham,12/11/1997
19/06/2016,Gary Mullis,27/11/1989
19/06/2016,Samuel Casanova,12/03/1990
19/06/2016,Amanda Darroch,21/10/1990
19/06/2016,James Borders,31/12/1990
19/06/2016,John Sanos,02/06/1991
19/06/2016,Spencer Spencer,13/10/1991
19/06/2016,Frances Bateman,06/05/1992
19/06/2016,Stacy Judd,02/06/1992
19/06/2016,James Adams,16/06/1992
19/06/2016,Martha Burton,18/06/1992
19/06/2016,Melvin Jones,08/07/1992
19/06/2016,William Rasmussen,17/03/1993
19/06/2016,Robert Shepherd,30/03/1993
19/06/2016,Robert Williams,02/04/1993
19/06/2016,Michael Mcbride,26/04/1993
19/06/2016,Joseph Higgins,09/05/1993
19/06/2016,Dale Kirkwood,22/05/1993
19/06/2016,Geraldine Arreola,27/05/1993
19/06/2016,Patricia Whitley,08/06/1993
19/06/2016,John Velis,17/06/1993
19/06/2016,Nellie Jaynes,02/08/1993
19/06/2016,Judith Sanders,26/08/1993
19/06/2016,Chris Macmillan,01/09/1993
19/06/2016,Georgia Stabler,18/09/1993
19/06/2016,Larry Schlager,23/10/1993
19/06/2016,James Schmid,31/10/1993
19/06/2016,Joseph Kelly,01/11/1993
19/06/2016,Joshua Heimsness,12/12/1993
19/06/2016,Karen Keeney,25/12/1993
19/06/2016,Pearlie Malinowski,29/01/1994
19/06/2016,Patricia Johnson,07/03/1994
19/06/2016,John Bona,22/03/1994
19/06/2016,Laura Sotelo,06/04/1994
19/06/2016,Maria Troutman,25/04/1994
19/06/2016,George Black,17/06/1994
19/06/2016,Christina Trujillo,01/07/1994
19/06/2016,Carey Hamilton,10/07/1994
19/06/2016,Etha Holt,05/08/1994
19/06/2016,Janice Mcnatt,28/08/1994
19/06/2016,Richard Davis,16/09/1994
19/06/2016,Robert Featherston,08/10/1994
19/06/2016,Joann Dimick,09/10/1994
19/06/2016,Effie Garcia,14/11/1994
19/06/2016,Peter Giannetti,18/11/1994
19/06/2016,Roberto Fitzgerald,23/11/1994
19/06/2016,Wai Houlahan,11/12/1994
19/06/2016,Aaron Nelson,12/12/1994
19/06/2016,Claudia Hughes,13/12/1994
19/06/2016,Barbara Mchale,19/12/1994
19/06/2016,Russell Segura,30/12/1994
19/06/2016,Carl Dowling,09/01/1995
19/06/2016,Martha Peters,09/01/1995
19/06/2016,Judith Wyatt,16/01/1995
19/06/2016,Luz Connelly,26/03/1995
19/06/2016,Dorothy Elkins,12/04/1995
19/06/2016,James Richardson,12/04/1995
19/06/2016,Nathaniel Irving,18/04/1995
19/06/2016,Elisha Bernstein,23/04/1995
19/06/2016,Zofia Treinen,06/05/1995
19/06/2016,Fredrick Acevedo,07/05/1995
19/06/2016,Betty Rowold,21/05/1995
19/06/2016,Nicholas Acosta,05/06/1995
19/06/2016,Anita Ullrich,16/06/1995
19/06/2016,Brenda Miller,03/07/1995
19/06/2016,Karla Breaux,10/07/1995
19/06/2016,Willie Gould,10/07/1995
19/06/2016,Adrienne Ruck,13/07/1995
19/06/2016,Patrick Kerley,13/07/1995
19/06/2016,Deborah Rosenfeld,14/07/1995
19/06/2016,Robert Haine,14/07/1995
19/06/2016,Ronald Stovall,18/07/1995
19/06/2016,Peggy Ross,23/07/1995
19/06/2016,Margarita Sanchez,30/08/1995
19/06/2016,Coleen Boender,05/09/1995
19/06/2016,Sarah Wilds,08/09/1995
19/06/2016,Wendy Faison,10/09/1995
19/06/2016,Kathleen Benzi,15/09/1995
19/06/2016,Cynthia Corbin,21/09/1995
19/06/2016,John Ramirez,29/09/1995
19/06/2016,Darlene Cunha,06/10/1995
19/06/2016,Jim Turner,08/10/1995
19/06/2016,Thaddeus Diaz,09/10/1995
19/06/2016,Wayne Roop,09/10/1995
19/06/2016,Cyndy Allendorf,10/10/1995
19/06/2016,Virginia Quarry,13/10/1995
19/06/2016,James Burns,27/10/1995
19/06/2016,Mary Jefferson,10/11/1995
19/06/2016,Betty Kessler,17/11/1995
19/06/2016,Kimberly Monroe,30/11/1995
19/06/2016,Bridgett Collins,04/12/1995
19/06/2016,Hulda Nogle,13/12/1995
19/06/2016,Cecilia Slone,14/12/1995
19/06/2016,Vickie Leathers,15/12/1995
19/06/2016,Johnie Johnson,28/12/1995
19/06/2016,Jeremy Garbe,04/01/1996
19/06/2016,Errol Dietrick,11/01/1996
19/06/2016,Wes Carlson,13/01/1996
19/06/2016,James Baker,21/01/1996
19/06/2016,Steven Jones,03/02/1996
19/06/2016,John Davis,05/02/1996
19/06/2016,Helen Coleman,09/02/1996
19/06/2016,Frank White,10/02/1996
19/06/2016,Arlena Raven,11/02/1996
19/06/2016,Julia Lewis,13/02/1996
19/06/2016,Blanch Graven,26/02/1996
19/06/2016,Eliseo Markham,27/02/1996
19/06/2016,Susan Brown,23/03/1996
19/06/2016,Herman Briggs,29/03/1996
19/06/2016,Jean Goldsmith,02/04/1996
19/06/2016,Jennifer Thornbury,02/04/1996
19/06/2016,Patricia Nelson,06/04/1996
19/06/2016,James Smith,10/04/1996
19/06/2016,Keith Gienger,10/04/1996
19/06/2016,Sylvia Bailey,10/04/1996
19/06/2016,Sharleen Johnson,17/04/1996
19/06/2016,Joseph Smith,25/04/1996
19/06/2016,Henry Torres,02/05/1996
19/06/2016,George Walters,04/05/1996
19/06/2016,James Hemingway,10/05/1996
19/06/2016,Roger Ballance,16/05/1996
19/06/2016,Michael Selfridge,22/05/1996
19/06/2016,Kimberly Fletcher,23/05/1996
19/06/2016,Ardis Haley,29/05/1996
19/06/2016,Sheila Fitzgerald,30/05/1996
19/06/2016,Clayton Hudson,04/06/1996
19/06/2016,Emily Lund,06/06/1996
19/06/2016,Jason Villegas,08/06/1996
19/06/2016,Lisa Hazelwood,14/06/1996
19/06/2016,Brian Lane,16/06/1996
19/06/2016,Henry Brunson,21/06/1996
19/06/2016,Brittney Fitzpatrick,25/06/1996
19/06/2016,Justin Achenbach,29/06/1996
19/06/2016,Felicia Preece,09/07/1996
19/06/2016,Mary Murray,17/07/1996
19/06/2016,Sheila Burch,18/07/1996
19/06/2016,Shayne West,20/07/1996
19/06/2016,Robert Hovermale,22/07/1996
19/06/2016,Myra Segura,28/07/1996
19/06/2016,Cheryl Harris,30/07/1996
19/06/2016,Matthew Taylor,07/08/1996
19/06/2016,Dora Sims,15/08/1996
19/06/2016,Tasia Capehart,17/08/1996
19/06/2016,Lucia Davis,22/08/1996
19/06/2016,Leroy Gennaro,30/08/1996
19/06/2016,Sammy Fox,31/08/1996
19/06/2016,Maude Faulkner,02/09/1996
19/06/2016,Shawn Jimeson,02/09/1996
19/06/2016,Michael Walden,03/09/1996
19/06/2016,Arthur Freund,07/09/1996
19/06/2016,Jeffrey Snow,09/09/1996
19/06/2016,Keith Hayward,09/09/1996
19/06/2016,Lisa Clark,22/09/1996
19/06/2016,Joshua Braswell,29/09/1996
19/06/2016,Justin Godoy,30/09/1996
19/06/2016,Benjamin Kave,01/10/1996
19/06/2016,Jenni Ager,01/10/1996
19/06/2016,Sanford Huffman,02/10/1996
19/06/2016,Harry Duncan,07/10/1996
19/06/2016,Fred Aderholt,25/10/1996
19/06/2016,Willie Gould,08/11/1996
19/06/2016,Evalyn Kenney,14/11/1996
19/06/2016,John Borden,27/11/1996
19/06/2016,Suzanne Larson,02/12/1996
19/06/2016,Kim Redding,03/12/1996
19/06/2016,Patrick Meehan,22/12/1996
19/06/2016,Olivia Aspinall,24/12/1996
19/06/2016,Daniel Cortez,28/12/1996
19/06/2016,Mario Heilmann,30/12/1996
19/06/2016,Michelle Mcgriff,30/12/1996
19/06/2016,William Bench,04/01/1997
19/06/2016,Sean Cole,05/01/1997
19/06/2016,Homer Castro,10/01/1997
19/06/2016,Jeanine Jones,16/01/1997
19/06/2016,Earl Weber,24/01/1997
19/06/2016,Eugene Velo,25/01/1997
19/06/2016,Linda Vasquez,28/01/1997
19/06/2016,Paula Spencer,30/01/1997
19/06/2016,Shirley Walter,04/03/1997
19/06/2016,Pamela Saltzman,06/03/1997
19/06/2016,Leslie Casey,07/03/1997
19/06/2016,Alfredo Vinci,08/03/1997
19/06/2016,Shanae Platt,24/03/1997
19/06/2016,Joan Gatewood,29/03/1997
19/06/2016,Dean Jennings,30/03/1997
19/06/2016,Wesley Blaisdell,09/04/1997
19/06/2016,Roger Williams,10/04/1997
19/06/2016,Jennine Robertson,11/04/1997
19/06/2016,Melissa Balser,11/04/1997
19/06/2016,Dwight Roland,12/04/1997
19/06/2016,Adrienne Raney,16/04/1997
19/06/2016,Arlene Broadnax,23/04/1997
19/06/2016,Louise Rush,24/04/1997
19/06/2016,Brad Friedman,06/05/1997
19/06/2016,Thomas Vanderwal,06/05/1997
19/06/2016,Evelyn Garcia,11/05/1997
19/06/2016,Charles Crandall,12/05/1997
19/06/2016,Natasha Temple,12/05/1997
19/06/2016,Eric Shelton,13/05/1997
19/06/2016,Leonard Poole,14/05/1997
19/06/2016,Lawrence Olsen,15/05/1997
19/06/2016,Bruce Killeen,23/05/1997
19/06/2016,Ada Tejeda,24/05/1997
19/06/2016,Joseph Franklin,08/06/1997
19/06/2016,Kellie Florio,13/06/1997
19/06/2016,Anthony Hullinger,02/07/1997
19/06/2016,Teresa Bahlmann,09/07/1997
19/06/2016,Thomas Palomo,09/07/1997
19/06/2016,Charles Betts,18/07/1997
19/06/2016,Frank Figueroa,23/07/1997
19/06/2016,Barbara Grams,03/08/1997
19/06/2016,Raymond Shannon,06/08/1997
19/06/2016,Mary Hill,19/08/1997
19/06/2016,Leona Meinke,22/08/1997
19/06/2016,Donald Reddout,29/08/1997
19/06/2016,Rosalba Vazquez,02/09/1997
19/06/2016,Suzanne Bartley,03/09/1997
19/06/2016,Melody Whitlock,05/09/1997
19/06/2016,Jesse Mcclung,13/09/1997
19/06/2016,Kathleen Hellwig,13/09/1997
19/06/2016,Alice Seidel,18/09/1997
19/06/2016,Christina Angell,27/09/1997
19/06/2016,Daniel Guzman,04/10/1997
19/06/2016,Lisa Sing,23/10/1997
19/06/2016,Joseph Holt,11/11/1997
19/06/2016,Emanuel Furman,25/11/1997
20/06/2016,Frances Bateman,06/05/1992
20/06/2016,James Adams,16/06/1992
20/06/2016,Martha Burton,18/06/1992
20/06/2016,Roberta Miller,25/06/1992
20/06/2016,Donald Hammond,15/03/1993
20/06/2016,William Rasmussen,17/03/1993
20/06/2016,Robert Williams,02/04/1993
20/06/2016,Stella Boehmer,19/04/1993
20/06/2016,Dale Kirkwood,22/05/1993
20/06/2016,Patricia Whitley,08/06/1993
20/06/2016,Joaquin Gist,12/11/1993
20/06/2016,Vanessa Aguilar,10/12/1993
20/06/2016,Joshua Heimsness,12/12/1993
20/06/2016,Terri Kennedy,17/12/1993
20/06/2016,Karen Keeney,25/12/1993
20/06/2016,Thomas Perez,22/02/1994
20/06/2016,Isaac Myers,01/03/1994
20/06/2016,Lettie Bloom,15/03/1994
20/06/2016,Mary Laura,09/04/1994
20/06/2016,Maria Troutman,25/04/1994
20/06/2016,Leonard Hart,27/04/1994
20/06/2016,Eleanor Peters,03/06/1994
20/06/2016,Domingo Banks,12/06/1994
20/06/2016,Christina Trujillo,01/07/1994
20/06/2016,Debbie Mcneil,12/07/1994
20/06/2016,Maribel Walters,30/07/1994
20/06/2016,Larry Reeder,07/08/1994
20/06/2016,Marylin Hughes,10/08/1994
20/06/2016,Tabitha Bower,21/08/1994
20/06/2016,Janice Mcnatt,28/08/1994
20/06/2016,Emelda Clay,29/08/1994
20/06/2016,Roberta Shelley,01/09/1994
20/06/2016,James Gantt,10/09/1994
20/06/2016,Elease Dicus,24/09/1994
20/06/2016,Robert Featherston,08/10/1994
20/06/2016,Joann Dimick,09/10/1994
20/06/2016,Inez Ward,20/10/1994
20/06/2016,Matthew Ford,05/11/1994
20/06/2016,Irving Wolchesky,07/11/1994
20/06/2016,Dong Brett,17/11/1994
20/06/2016,Peter Giannetti,18/11/1994
20/06/2016,Kirby Roberts,26/11/1994
20/06/2016,Carl Dowling,09/01/1995
20/06/2016,Brenda Mathis,15/01/1995
20/06/2016,John Thompson,17/01/1995
20/06/2016,Rebecca Lynch,25/02/1995
20/06/2016,Phyllis Romero,24/03/1995
20/06/2016,Luz Connelly,26/03/1995
20/06/2016,Lyle Hemenway,03/05/1995
20/06/2016,Byron Wafford,21/05/1995
20/06/2016,Walter Chesnutt,24/05/1995
20/06/2016,Nicholas Lewis,04/06/1995
20/06/2016,Michael Schmidtke,23/06/1995
20/06/2016,Lillie Sikes,27/06/1995
20/06/2016,Karla Breaux,10/07/1995
20/06/2016,Willie Gould,10/07/1995
20/06/2016,Patrick Kerley,13/07/1995
20/06/2016,Deborah Rosenfeld,14/07/1995
20/06/2016,Robert Haine,14/07/1995
20/06/2016,Ronald Stovall,18/07/1995
20/06/2016,David Lombardi,03/08/1995
20/06/2016,Margaret Magallanes,07/08/1995
20/06/2016,Thomas Cole,11/08/1995
20/06/2016,Brenda Baker,16/08/1995
20/06/2016,Babette Mitchell,27/08/1995
20/06/2016,Tom Jackson,29/08/1995
20/06/2016,Coleen Boender,05/09/1995
20/06/2016,Marcia Coleman,08/09/1995
20/06/2016,Thomas Adkins,14/09/1995
20/06/2016,Kathleen Benzi,15/09/1995
20/06/2016,Cynthia Corbin,21/09/1995
20/06/2016,Cynthia Vanwinkle,27/09/1995
20/06/2016,John Ramirez,29/09/1995
20/06/2016,Thomas Collins,01/10/1995
20/06/2016,Jim Turner,08/10/1995
20/06/2016,Thaddeus Diaz,09/10/1995
20/06/2016,Wayne Roop,09/10/1995
20/06/2016,Todd Thompson,13/10/1995
20/06/2016,Billy Willick,14/10/1995
20/06/2016,Jose Byassee,24/10/1995
20/06/2016,Ricardo Hedman,07/11/1995
20/06/2016,Lynn Bernhart,13/11/1995
20/06/2016,Kevin Kahalehoe,15/11/1995
20/06/2016,Hulda Nogle,13/12/1995
20/06/2016,Hazel Jefferies,14/12/1995
20/06/2016,Johnie Johnson,28/12/1995
20/06/2016,Daniel Laster,31/12/1995
20/06/2016,Frances Schiavone,26/01/1996
20/06/2016,Tristan Chen,01/02/1996
20/06/2016,Jennell Thompson,24/02/1996
20/06/2016,Haley Fundora,02/03/1996
20/06/2016,Laura Smith,05/03/1996
20/06/2016,Linda Gomez,08/03/1996
20/06/2016,Erma Lopez,15/03/1996
20/06/2016,Gayla Marroquin,02/04/1996
20/06/2016,Jean Goldsmith,02/04/1996
20/06/2016,Cheryl Robinson,05/04/1996
20/06/2016,Patricia Nelson,06/04/1996
20/06/2016,Freddie Longoria,20/04/1996
20/06/2016,Pete Bobb,22/04/1996
20/06/2016,Henry Torres,02/05/1996
20/06/2016,James Lundborg,02/05/1996
20/06/2016,Betty Young,15/05/1996
20/06/2016,Cynthia Dominquez,16/05/1996
20/06/2016,Kimberly Fletcher,23/05/1996
20/06/2016,Sheila Fitzgerald,30/05/1996
20/06/2016,Clayton Hudson,04/06/1996
20/06/2016,Kathleen Zerbe,06/06/1996
20/06/2016,Sherry Stewart,07/06/1996
20/06/2016,Jason Villegas,08/06/1996
20/06/2016,Brian Lane,16/06/1996
20/06/2016,Henry Brunson,21/06/1996
20/06/2016,Jack Bueckers,25/06/1996
20/06/2016,Justin Achenbach,29/06/1996
20/06/2016,Florine Kim,14/07/1996
20/06/2016,Nellie Carney,19/07/1996
20/06/2016,Myra Segura,28/07/1996
20/06/2016,Cheryl Harris,30/07/1996
20/06/2016,Joelle Grimaud,03/08/1996
20/06/2016,Leroy Smith,09/08/1996
20/06/2016,Edith Alexander,18/08/1996
20/06/2016,Lucia Davis,22/08/1996
20/06/2016,David Reid,27/08/1996
20/06/2016,Cynthia Allen,29/08/1996
20/06/2016,Leroy Gennaro,30/08/1996
20/06/2016,Maude Faulkner,02/09/1996
20/06/2016,Janet Greene,06/09/1996
20/06/2016,Arthur Freund,07/09/1996
20/06/2016,Keith Hayward,09/09/1996
20/06/2016,Lucy Watson,11/09/1996
20/06/2016,Lisa Clark,22/09/1996
20/06/2016,George Andrews,29/09/1996
20/06/2016,Jenni Ager,01/10/1996
20/06/2016,Sanford Huffman,02/10/1996
20/06/2016,John Gilstrap,14/10/1996
20/06/2016,Jane Burton,18/10/1996
20/06/2016,Willie Gould,08/11/1996
20/06/2016,Virginia Gresham,09/11/1996
20/06/2016,Dalia Bonanno,10/11/1996
20/06/2016,William Johnson,13/11/1996
20/06/2016,Susan Medina,17/11/1996
20/06/2016,Christine Victoria,26/11/1996
20/06/2016,James Scott,29/11/1996
20/06/2016,Suzanne Larson,02/12/1996
20/06/2016,Christi Macpartland,11/12/1996
20/06/2016,Ivan Sundby,23/12/1996
20/06/2016,James Sanchez,24/12/1996
20/06/2016,Gary Arnold,30/12/1996
20/06/2016,Samuel Fierro,02/01/1997
20/06/2016,Cora Gibson,12/01/1997
20/06/2016,Irma Cruz,21/01/1997
20/06/2016,Earl Weber,24/01/1997
20/06/2016,Linda Vasquez,28/01/1997
20/06/2016,Ralph Tom,08/02/1997
20/06/2016,Lewis Rustrian,25/02/1997
20/06/2016,Shirley Walter,04/03/1997
20/06/2016,Katrina Beasley,06/03/1997
20/06/2016,Pamela Saltzman,06/03/1997
20/06/2016,Leslie Casey,07/03/1997
20/06/2016,Carolyn Schimmel,19/03/1997
20/06/2016,Harry Poe,20/03/1997
20/06/2016,Robin Wilson,22/03/1997
20/06/2016,Mary Vanauker,24/03/1997
20/06/2016,Kim Palmer,27/03/1997
20/06/2016,Deanne Fisher,08/04/1997
20/06/2016,Wesley Blaisdell,09/04/1997
20/06/2016,Beulah Lindsey,10/04/1997
20/06/2016,Roger Williams,10/04/1997
20/06/2016,Melissa Balser,11/04/1997
20/06/2016,Anthony Scavone,16/04/1997
20/06/2016,Robert Zohn,22/04/1997
20/06/2016,Louise Rush,24/04/1997
20/06/2016,Sammy Bliss,24/04/1997
20/06/2016,Sandra Gavenda,24/04/1997
20/06/2016,Jack Hawkins,30/04/1997
20/06/2016,Phillis Mclain,05/05/1997
20/06/2016,Andres Burns,06/05/1997
20/06/2016,Josefina Armstrong,06/05/1997
20/06/2016,Charles Crandall,12/05/1997
20/06/2016,Lawrence Olsen,15/05/1997
20/06/2016,Marisa Smiley,23/05/1997
20/06/2016,Ada Tejeda,24/05/1997
20/06/2016,James Koval,27/05/1997
20/06/2016,Amy Soto,28/05/1997
20/06/2016,Kevin Franklin,31/05/1997
20/06/2016,German Gallian,12/06/1997
20/06/2016,Kellie Florio,13/06/1997
20/06/2016,Kim Rutledge,20/06/1997
20/06/2016,Jack Miranda,24/06/1997
20/06/2016,Teresa Bahlmann,09/07/1997
20/06/2016,Russell Jordan,11/07/1997
20/06/2016,Esther Swain,12/07/1997
20/06/2016,Jerry Tracy,17/07/1997
20/06/2016,Shirley Arnold,22/07/1997
20/06/2016,Frank Figueroa,23/07/1997
20/06/2016,Laura Ortiz,23/07/1997
20/06/2016,Ricky Ruiz,27/07/1997
20/06/2016,Donald Reddout,29/08/1997
20/06/2016,Rosalba Vazquez,02/09/1997
20/06/2016,Melody Whitlock,05/09/1997
20/06/2016,Sharon Barton,08/09/1997
20/06/2016,Jesse Mcclung,13/09/1997
20/06/2016,Gayle Alexander,16/09/1997
20/06/2016,Alice Seidel,18/09/1997
20/06/2016,Dominique Heuser,20/09/1997
20/06/2016,Keith Sharp,23/09/1997
20/06/2016,Christina Angell,27/09/1997
20/06/2016,Robert Parker,01/10/1997
20/06/2016,Daniel Harris,07/10/1997
20/06/2016,Louis Timchula,07/10/1997
20/06/2016,Kathryn Dean,11/10/1997
20/06/2016,Donna Dengler,25/10/1997
20/06/2016,Ana Coleman,05/11/1997
20/06/2016,Stephanie Dolphin,08/11/1997
20/06/2016,Felix Graham,12/11/1997
21/06/2016,Gary Mullis,27/11/1989
21/06/2016,Kenneth Hooker,27/05/1990
21/06/2016,James Borders,31/12/1990
21/06/2016,Amanda Carnes,12/10/1991
21/06/2016,Frances Bateman,06/05/1992
21/06/2016,Martha Burton,18/06/1992
21/06/2016,Roberta Miller,25/06/1992
21/06/2016,Lana Cash,08/09/1992
21/06/2016,Simon Hendricks,23/09/1992
21/06/2016,Darrell Wilson,19/01/1993
21/06/2016,Heather Koehl,02/04/1993
21/06/2016,Michael Mcbride,26/04/1993
21/06/2016,Dale Kirkwood,22/05/1993
21/06/2016,Patricia Whitley,08/06/1993
21/06/2016,John Velis,17/06/1993
21/06/2016,Nellie Jaynes,02/08/1993
21/06/2016,Linda Eaton,21/08/1993
21/06/2016,Judith Sanders,26/08/1993
21/06/2016,Lakenya Black,11/10/1993
21/06/2016,Joseph Kelly,01/11/1993
21/06/2016,Valentine Aiello,05/11/1993
21/06/2016,Vanessa Aguilar,10/12/1993
21/06/2016,Joshua Heimsness,12/12/1993
21/06/2016,Terri Kennedy,17/12/1993
21/06/2016,Thomas Perez,22/02/1994
21/06/2016,Freda Shepardson,28/02/1994
21/06/2016,Isaac Myers,01/03/1994
21/06/2016,Timothy Carroll,04/03/1994
21/06/2016,John Bona,22/03/1994
21/06/2016,Laura Sotelo,06/04/1994
21/06/2016,Mary Laura,09/04/1994
21/06/2016,Louise Horabik,10/04/1994
21/06/2016,Christina Trujillo,01/07/1994
21/06/2016,Carey Hamilton,10/07/1994
21/06/2016,Susan Lee,10/07/1994
21/06/2016,Larry Reeder,07/08/1994
21/06/2016,Emelda Clay,29/08/1994
21/06/2016,Claire Miller,15/09/1994
21/06/2016,Richard Davis,16/09/1994
21/06/2016,Robert Featherston,08/10/1994
21/06/2016,Inez Ward,20/10/1994
21/06/2016,Dong Brett,17/11/1994
21/06/2016,Kirby Roberts,26/11/1994
21/06/2016,Barbara Mchale,19/12/1994
21/06/2016,Brenda Mathis,15/01/1995
21/06/2016,Daniel Reed,22/01/1995
21/06/2016,Virginia Smith,02/02/1995
21/06/2016,Joseph Young,17/02/1995
21/06/2016,Ann Mcguigan,02/04/1995
21/06/2016,Leonard Russell,09/04/1995
21/06/2016,Dorothy Elkins,12/04/1995
21/06/2016,Lyle Hemenway,03/05/1995
21/06/2016,Zofia Treinen,06/05/1995
21/06/2016,Fredrick Acevedo,07/05/1995
21/06/2016,Nicholas Lewis,04/06/1995
21/06/2016,Nicholas Acosta,05/06/1995
21/06/2016,Theodore Roper,07/06/1995
21/06/2016,Kevin Leonard,11/06/1995
21/06/2016,Brenda Miller,03/07/1995
21/06/2016,Karla Breaux,10/07/1995
21/06/2016,Willie Gould,10/07/1995
21/06/2016,Deborah Rosenfeld,14/07/1995
21/06/2016,Robert Haine,14/07/1995
21/06/2016,Coleen Kraus,17/07/1995
21/06/2016,Ronald Stovall,18/07/1995
21/06/2016,Douglas Medina,19/07/1995
21/06/2016,Margaret Magallanes,07/08/1995
21/06/2016,Thomas Conlon,07/08/1995
21/06/2016,Babette Mitchell,27/08/1995
21/06/2016,Thomas Collins,01/10/1995
21/06/2016,Darlene Cunha,06/10/1995
21/06/2016,Wayne Roop,09/10/1995
21/06/2016,Billy Willick,14/10/1995
21/06/2016,Ivan Huertas,16/11/1995
21/06/2016,Jonathan Saballos,28/11/1995
21/06/2016,Dawn Gandara,09/12/1995
21/06/2016,Dawn Douglas,10/12/1995
21/06/2016,Guillermo Johnson,10/12/1995
21/06/2016,Hulda Nogle,13/12/1995
21/06/2016,Hazel Jefferies,14/12/1995
21/06/2016,Vickie Leathers,15/12/1995
21/06/2016,Daniel Laster,31/12/1995
21/06/2016,Wes Carlson,13/01/1996
21/06/2016,Frances Schiavone,26/01/1996
21/06/2016,Jeffery Rosenthal,30/01/1996
21/06/2016,Tristan Chen,01/02/1996
21/06/2016,Victor Ortiz,03/02/1996
21/06/2016,Helen Coleman,09/02/1996
21/06/2016,Robert Ewing,09/02/1996
21/06/2016,Arlena Raven,11/02/1996
21/06/2016,Julia Lewis,13/02/1996
21/06/2016,Jennell Thompson,24/02/1996
21/06/2016,Laura Smith,05/03/1996
21/06/2016,Linda Gomez,08/03/1996
21/06/2016,Cynthia Barrier,10/03/1996
21/06/2016,Kathryn Starr,11/03/1996
21/06/2016,Erma Lopez,15/03/1996
21/06/2016,David Clouston,19/03/1996
21/06/2016,Cheryl Robinson,05/04/1996
21/06/2016,Sylvia Bailey,10/04/1996
21/06/2016,Joan Robinson,22/04/1996
21/06/2016,Mary Lofton,23/04/1996
21/06/2016,Joseph Smith,25/04/1996
21/06/2016,Henry Torres,02/05/1996
21/06/2016,James Hemingway,10/05/1996
21/06/2016,Betty Young,15/05/1996
21/06/2016,Roger Ballance,16/05/1996
21/06/2016,Troy Gilmore,24/05/1996
21/06/2016,Emily Lund,06/06/1996
21/06/2016,Jason Villegas,08/06/1996
21/06/2016,Jennifer Gearhart,14/06/1996
21/06/2016,Henry Brunson,21/06/1996
21/06/2016,Sean Bishop,23/06/1996
21/06/2016,Justin Achenbach,29/06/1996
21/06/2016,Felicia Preece,09/07/1996
21/06/2016,Mary Murray,17/07/1996
21/06/2016,Shayne West,20/07/1996
21/06/2016,Ruby Pace,24/07/1996
21/06/2016,Matthew Foster,04/08/1996
21/06/2016,David Reid,27/08/1996
21/06/2016,Leroy Gennaro,30/08/1996
21/06/2016,Arthur Freund,07/09/1996
21/06/2016,Jeffrey Snow,09/09/1996
21/06/2016,Keith Hayward,09/09/1996
21/06/2016,Lucy Watson,11/09/1996
21/06/2016,Libby Locke,13/09/1996
21/06/2016,Brittany Calvert,18/09/1996
21/06/2016,Lisa Clark,22/09/1996
21/06/2016,Rhonda Hammond,26/09/1996
21/06/2016,Justin Godoy,30/09/1996
21/06/2016,Benjamin Kave,01/10/1996
21/06/2016,Sanford Huffman,02/10/1996
21/06/2016,Cecil Fryer,07/10/1996
21/06/2016,Jamie Abbott,11/10/1996
21/06/2016,Michael Denton,13/10/1996
21/06/2016,Geraldine Fried,27/10/1996
21/06/2016,Dalia Bonanno,10/11/1996
21/06/2016,Fred Massenburg,02/12/1996
21/06/2016,Suzanne Larson,02/12/1996
21/06/2016,Jean Lotts,07/12/1996
21/06/2016,Rhoda Carmack,07/12/1996
21/06/2016,Christi Macpartland,11/12/1996
21/06/2016,Joshua Custer,21/12/1996
21/06/2016,James Sanchez,24/12/1996
21/06/2016,William Bench,04/01/1997
21/06/2016,Gerry Jenkins,06/01/1997
21/06/2016,Homer Castro,10/01/1997
21/06/2016,Michael Pitts,16/01/1997
21/06/2016,Lillian Mcnair,19/01/1997
21/06/2016,Irma Cruz,21/01/1997
21/06/2016,Tim Reinsfelder,26/01/1997
21/06/2016,Zenobia Yahna,19/02/1997
21/06/2016,Lewis Rustrian,25/02/1997
21/06/2016,Shirley Walter,04/03/1997
21/06/2016,Katrina Beasley,06/03/1997
21/06/2016,Joan Gatewood,29/03/1997
21/06/2016,Helen Morrill,30/03/1997
21/06/2016,Shirley Saucedo,02/04/1997
21/06/2016,Kendall Burgos,05/04/1997
21/06/2016,Deanne Fisher,08/04/1997
21/06/2016,Wesley Blaisdell,09/04/1997
21/06/2016,Melissa Balser,11/04/1997
21/06/2016,Dwight Roland,12/04/1997
21/06/2016,Adrienne Raney,16/04/1997
21/06/2016,Anthony Scavone,16/04/1997
21/06/2016,Willis Stewart,21/04/1997
21/06/2016,Robert Zohn,22/04/1997
21/06/2016,Arlene Broadnax,23/04/1997
